chunk_idx,article,word_count,flags,n_flags,text_preview
1065,Review of machine  deep learning in an artistic context,250,nav_pattern: most\s+popular,1,"the objective function, thus right now Supervised Learning is one of the most popular and successful branches of ML. However, the training pairs often need to be manually associated by people. This ma"
1121,Should robot artists be given copyright protection,250,boilerplate: (getty|shutterstock|unsplash|istock)\s*(images)?,1,"Shutterstock Andres Guadamuz, _University of Sussex_ When a group of museums and researchers in the Netherlands unveiled a portrait entitled The Next Rembrandt, it was something of a tease to the art "
1122,Should robot artists be given copyright protection,250,boilerplate: (getty|shutterstock|unsplash|istock)\s*(images)?,1,"they could be freely used and reused by anyone and that would be bad news for the companies selling them. Imagine you invest millions in a system that generates music for video games, only to find tha"
1124,Should robot artists be given copyright protection,172,boilerplate: this\s+(article|story|piece)\s+(was\s+)?(originally|first)\s+published,1,"commonly used by artists and as the machines get better at reproducing creativity, making it harder to discern if an artwork is made by a human or a computer. Monumental advances in computing and the "
1180,THE VOICE OF THE ARTIST IN THE AGE OF THE ALGORITHM,250,boilerplate: built\s+with,1,"is an ethical claim increasingly pressing in our transnational and hyper-connected society. AI systems in arts could offer a tool to tackle this lack of recognition and help support a more democratic,"
1181,THE VOICE OF THE ARTIST IN THE AGE OF THE ALGORITHM,250,boilerplate: built\s+with,1,"of this is Project IAQOS, an AI built with data provided by people living in the Rome multicultural neighborhood of Torpignattara with the intent to educate people on how to use AI, to foster communit"
1236,The Cr[AI]tive Revolution - The Future of Art (Full Documentary),250,nav_pattern: most\s+popular,1,human body there are animals with larger brains but their brains are not as sophisticated as ours as you mentioned complexity is the problem and so if you have the most complex physical structure in t
1271,The Curious Effects of AI on the Artist ｜ Ethan Ramirez ｜ TEDxTexasStateUniversity.mp3,250,boilerplate: powered\s+by,1,"So first off, I just want you to know that it has been quite the challenge to develop a talk on a topic that is evolving as quickly as the one I'll be discussing today. It seems like every time I go t"
1281,The Ethics of Artificial Intelligence-Generated Art,250,boilerplate: courtesy\s+of,1,"surround the algorithms and their frequent reinforcement of biases. “This is a new realm for an extant conversation that’s happening with algorithmic training data in other realms,” Damien Williams, a"
1282,The Ethics of Artificial Intelligence-Generated Art,250,boilerplate: courtesy\s+of,1,"is based on features that are taken from those paintings. Bosch’s work is in the public domain, but training data used by AI art algorithms are often copyrighted and not licensed for that purpose. Fig"
1289,"The Future Of Art Is Digital, with Trevor Jones, World Renowned Artist",250,nav_pattern: newsletter,1,you follow me on twitter then you should check out my website think about joining my newsletter you can do both those things at thewolfofallstreets io so now that we got that out of the way let's get 
1312,"The Future Of Art Is Digital, with Trevor Jones, World Renowned Artist",250,ad_pattern: promo\s+code,1,very easy to slip down that that slippery slope and next thing you know you just get knocked for you know and you have no idea what's happening to you roundthex dot com is one of my favorite companies
1313,"The Future Of Art Is Digital, with Trevor Jones, World Renowned Artist",250,ad_pattern: sign\s+up\s+(for|now|today),1,under a single roof including an institutional grade exchange called equis equis allows institutional and retail investors alike access to an exchange that's on par with platforms they've come to trus
1314,"The Future Of Art Is Digital, with Trevor Jones, World Renowned Artist",250,ad_pattern: promo\s+code,1,share eighty percent of their revenue in the form of weekly reward payments that's how their users are earning up to fifteen percent apy with compounding rewards they also commit to providing the lowe
1318,"The Future Of Art Is Digital, with Trevor Jones, World Renowned Artist",250,nav_pattern: (facebook|twitter|instagram|linkedin)\s+(share|follow),1,the story is take risks and hope for the best prepare for the worst see what happens i mean what would you say to okay i guess there's two two parts start with someone who's an artist and wants to get
1405,"The Future of Art: AI, Creativity, and Human Co-Evolution - A Talk with Mariam Brian",250,ad_pattern: advertisement,1,look at how emotional contagion is also spread through technologies and this means you know an incentive to yes purchase such and such product there's an opportunity to have things that you need know 
1483,"The Past, Present, and Future of AI Art",250,nav_pattern: most\s+popular,1,"designs. In other words, it is the method, not the artifact, that is relevant for the aesthetic judgement of a work.[[4] ) While, over the course of fifty years, the tools to produce such systems have"
1484,"The Past, Present, and Future of AI Art",250,nav_pattern: most\s+popular,1,"experiment with Deep Dream when it was open sourced by Google in 2015. Source. If we take some of the most popular works labeled as AI art right now, for instance works by Anna Ridler, Sophia Crespo, "
1497,"The Past, Present, and Future of AI Art",252,nav_pattern: follow\s+us\s+on,1,"Offert, ""The Past, Present, and Future of AI Art"", The Gradient, 2019. _Bib Te X citation:_ > @article{AIArt 2019 Offert, > author = {Offert, Fabian} > title = {The Past, Present, and Future of AI Art"
1518,The Unbearable Lightness of Being Online  Magazine  MoMA,250,nav_pattern: newsletter,1,"interview. He talked about that fear when the computer turns off and crashes and the screen goes black, and then the feeling of hope after dark. So, the darkness, and then, “Oh, my computer didn’t cra"
1538,The problem with AI-generated art ｜ Steven Zapata ｜ TEDxBerkeley.mp3,250,boilerplate: (getty|shutterstock|unsplash|istock)\s*(images)?,1,"training process, but I am not going to foolishly attempt that in front of a room that probably has a lot of machine learning specialists in it. Fortunately, the task of determining what the precise n"
1546,This artist collaborates with AI and robots,250,boilerplate: courtesy\s+of,1,"in-betweens. “My goal,” they explain, “isn’t to replace traditional methods but to deepen and expand them, allowing art to arise from a genuine meeting of human and machine perspectives.” Such a meeti"
1547,This artist collaborates with AI and robots,250,boilerplate: courtesy\s+of,1,"opera singer, their mom a computer programmer. Growing up, Chung played multiple musical instruments, and the family was among the first on the block to have a computer. “I was raised speaking both th"
1577,Toward an Artist-Centred AI,250,boilerplate: powered\s+by,1,"its elaborationis the awareness of the uid and always potentially deceptive conceptualnature of its central terms: art, creativity, and intelligence, as well as the sociotechnical dynamics of AI. Intr"
1580,US appeals court rejects copyrights for AI-generated art lacking 'human' creator,209,ad_pattern: advertisement,1,"case independently. Thaler's attorney Ryan Abbott said he and his client ""strongly disagree"" with the ruling and intend to appeal. The Copyright Office said in a statement that it ""believes the court "
1596,Unpacking AI’s influence in contemporary Art,251,boilerplate: (getty|shutterstock|unsplash|istock)\s*(images)?,1,"issue. Many follow the traditional view that human authorship is required. The UK, interestingly, has a provision for computer generated works with no human author, granting a short fifty year copyrig"
1597,Unpacking AI’s influence in contemporary Art,250,boilerplate: (getty|shutterstock|unsplash|istock)\s*(images)?,1,"even contain distorted remnants of the Getty watermark, highlighting the direct ingestion of its library. Okay? Now mind you, I think this is just a money thing. If they were to pay Getty, think it wo"
1599,Unpacking AI’s influence in contemporary Art,250,boilerplate: (getty|shutterstock|unsplash|istock)\s*(images)?,1,"like WIPO or what is also called WIPO or what is also called World Intellectual Property Organizations have been holding have been holding symposiums on AI and IP, and the EU is working on the AI Act,"
1602,Unpacking AI’s influence in contemporary Art,250,nav_pattern: newsletter,1,"be in the future. It's enabling new forms of expression and efficiency, influencing the economics of art and drawing both excitement and concern from all creators, from all artists, from all curators,"
