id,theme,likert,style,text
compensation_agree_236,compensation,agree,panel_discussion,Several panelists agreed that it is fair to compensate artists whose work substantially informs artificial intelligence art outputs.
compensation_agree_237,compensation,agree,interview_artist,"In this interview, the illustrator says they prefer to donate some uses but expect payment when artificial intelligence art generates profit."
compensation_agree_238,compensation,agree,policy_brief,"The brief suggests a fund, financed by artificial intelligence art taxes, to support museums and human art making."
compensation_agree_239,compensation,agree,union_statement,The union calls for revenue sharing mechanisms to ensure artists benefit from artificial intelligence art markets.
compensation_agree_240,compensation,agree,advocacy_report,The advocacy report endorses compensation for artists whose works are systematically used to train artificial intelligence models.
compensation_strongly_agree_241,compensation,strongly_agree,first_person,I am convinced that artists must be compensated when their art is used in artificial intelligence training or products.
compensation_strongly_agree_242,compensation,strongly_agree,manifesto,This manifesto demands strong profit sharing and royalty rights for artists in all artificial intelligence art contexts.
compensation_strongly_agree_243,compensation,strongly_agree,union_statement,Our statement insists that no for profit company should earn from artificial intelligence art built on unpaid creative labor.
compensation_strongly_agree_244,compensation,strongly_agree,policy_report,The report strongly supports mandatory royalty schemes for artists whose work powers artificial intelligence art systems.
compensation_strongly_agree_245,compensation,strongly_agree,blog_opinion,This commentary argues that artists should receive a meaningful share of every artificial intelligence art sale derived from their work.
compensation_strongly_agree_246,compensation,strongly_agree,academic_article,The article advocates robust taxation of artificial intelligence art profits to fund grants for human artists and cultural institutions.
compensation_strongly_agree_247,compensation,strongly_agree,panel_statement,The panel's final statement calls for binding compensation rules whenever artificial intelligence art relies on existing artworks.
compensation_strongly_agree_248,compensation,strongly_agree,interview_artist,"In the interview, the painter says they would never consent to artificial intelligence training without clear payment and control."
compensation_strongly_agree_249,compensation,strongly_agree,policy_brief,The brief urges lawmakers to guarantee artists both royalties and public funding from artificial intelligence related revenues.
compensation_strongly_agree_250,compensation,strongly_agree,advocacy_report,The advocacy report describes uncompensated use of artists' work in artificial intelligence as exploitation that must be remedied.
